"","year","year_code","country_name","country_code","gdp","foreign_inv_inflows","life_exp","exports_perc_gdp","inflation_perc","education_years","education_perc_gdp","gds_perc_gdp","gross_savings_perc_gdp","int_tourism_arrivals","int_tourism_receipts","gni","perc_internet_users","hdi","hdi_cat"
"54",2020,"YR2020","Estonia","EST",7372457379.67411,338234260.376913,70.9048780487805,57.920649395746,3.57191270164023,9,5.43131017684937,26.3773967599202,21.9106444891331,1362000,7.37e+08,6978783083.73363,41.52,0.892,"very high"
"55",2020,"YR2020","Eswatini","SWZ",1432228172.702,92945313.1719951,44.41,81.0377998484767,12.0197154699231,7,4.44086980819702,16.2731996671455,23.1983661792983,256000,4.5e+07,1435491523.33337,1.8162,0.611,"medium"
"56",2020,"YR2020","Ethiopia","ETH",7850809498.16803,2.55e+08,53.349,13.7672981990263,1.6537293283834,8,3.63245010375977,19.2346578483023,30.9122556145166,156000,2.61e+08,7797207615.85915,0.0724023,0.485,"low"
"57",2020,"YR2020","Fiji","FJI",1842691481.09196,30672578.3302519,66.022,61.4847155503697,0.762032085561215,10,6.24382019042969,30.3609971953818,36.9829370653325,398000,3.84e+08,1857506973.34126,6.15265,0.743,"high"
"58",2020,"YR2020","Finland","FIN",139738377564.465,8094575465.0898,78.119512195122,39.1350026265102,1.57122012789382,10,6.01677989959717,31.1194321350161,30.8985636197881,2043000,2.235e+09,140161867118.389,62.43,0.938,"very high"
"59",2020,"YR2020","France","FRA",1494286655373.61,51550483853.8505,79.2609756097561,27.5310502579308,1.9234122872706,15,4.13457012176514,23.3056582289403,22.7447856422458,77012000,4.1113e+10,1509850367024.28,30.18,0.901,"very high"
"60",2020,"YR2020","Gabon","GAB",5335451307.54323,1160708.31013769,57.791,52.6088996947807,0.036682889397103,10,3.07808995246887,46.2207732312639,34.7473825496597,208000,7.7e+07,4854435521.76894,1.93953,0.703,"high"
"61",2020,"YR2020","Gambia, The","GMB",578236035.104279,42827000,56.761,27.1573845831505,8.60912474386329,9,1.44291996955872,1.55918418188423,6.04997312835762,81000,5.1e+07,545288099.087249,1.79678,0.496,"low"
"62",2020,"YR2020","Georgia","GEO",3395728013.84524,160398660.46,70.22,29.229275751073,5.58783730000795,9,2.23501992225647,12.3948792918455,19.0747793487365,1067000,1.44e+08,3406128022.95396,1.58788,0.812,"very high"
"63",2020,"YR2020","Germany","DEU",2068624129493.69,51268214890.625,78.2292682926829,32.5925791130602,1.42080560518857,13,4.43594980239868,25.0266591450876,22.6332680909175,17969000,2.6717e+10,2046678900809.34,48.82,0.947,"very high"
"64",2020,"YR2020","Ghana","GHA",6166330136.2948,58930000,57.425,42.6162518930867,14.8162400637478,9,7.53558015823364,7.44326061151815,18.7540350374524,483000,3.83e+08,6036889828.36951,0.830284,0.611,"medium"
"65",2020,"YR2020","Greece","GRC",153830946734.425,34180546.5370646,78.6414634146341,20.1128547276336,3.62935894557549,10,3.42430996894836,14.6264170158901,10.1053118779112,14180000,1.0012e+10,343903323568.185,14.67,0.888,"very high"
"66",2020,"YR2020","Grenada","GRD",540336925.925926,54488888.8888889,72.929,31.9471451865732,1.06721547992871,12,3.40858006477356,33.6082881337637,30.3216407326376,132000,9.1e+07,492740296.296296,14.7588,0.779,"high"
"67",2020,"YR2020","Guatemala","GTM",20776403774.1156,-1016996773.78154,68.717,26.2989453879915,8.13263054281055,16,3.18454003334045,7.11995724801602,15.0996264296026,1527000,6.47e+08,20458031821.7267,3.39175,0.663,"medium"
"68",2020,"YR2020","Guinea","GIN",2950198648.95191,3e+07,51.484,26.4778105826218,31.3733025877534,6,2.59386992454529,12.0456949047789,12.4970457655864,43000,2400000,2917567837.24503,0.402023,0.477,"low"
"69",2020,"YR2020","Guinea-Bissau","GNB",417806667.07798,3545253.68893724,51.123,17.8331205708016,3.30012175283749,9,1.86082005500793,0.0889646285166196,5.7874123498623,5000,2300000,409024939.98961,1.02299,0.48,"low"
"70",2020,"YR2020","Guyana","GUY",726131434.715338,43600000,65.828,92.3031854232478,5.34101521377409,6,8.36553955078125,8.74179151211088,6.67718740305465,104000,5.3e+07,671139695.277057,13.207,0.682,"medium"
"71",2020,"YR2020","Haiti","HTI",6106867933.51625,5700000,57.655,6.39083233256578,7.03287406224597,6,3.15722990036011,-4.54217720299958,7.58080487460296,140000,1.08e+08,6093542438.59928,0.893433,0.51,"low"
"72",2020,"YR2020","Honduras","HND",7858235333.4834,287314900,71.249,52.730582054494,7.69050972034273,9,5.87492990493774,11.7221479856248,18.693826166537,550000,3.05e+08,7559818946.16447,2.5974,0.634,"medium"
"73",2020,"YR2020","Hong Kong SAR, China","HKG",166349228737.386,6747855220.81764,81.4268292682927,132.076763164041,-2.98313878080416,9,4.01554012298584,31.338021383738,31.0734051216059,10689000,9.849e+09,167425021477.388,43.0824,0.949,"very high"
"74",2020,"YR2020","Hungary","HUN",67608919144.3684,3643428379.51995,72.3487804878049,58.1369735753857,5.26544821583986,13,5.17923021316528,23.5572571741001,18.5437114414915,9979000,3.774e+09,63764742792.0142,16.67,0.854,"very high"
"75",2020,"YR2020","Iceland","ISL",9294652008.41791,91905493.0570106,80.5024390243903,35.531990636539,5.1970223021663,10,7.31757020950317,21.3679002418981,21.8361826189633,285000,4.15e+08,9333442133.41014,79.12,0.949,"very high"
"76",2020,"YR2020","India","IND",514937948870.08,5208967106.27894,63.304,14.2643839244292,4.29715203929568,8,3.35254001617432,25.6562581756764,28.1114855753156,2384000,3.3e+09,511490036313.605,1.53788,0.645,"medium"
"77",2020,"YR2020","Indonesia","IDN",195660611165.183,145085548.722222,66.321,32.6876208878375,11.9001175663779,9,2.64568996429443,25.1203046337826,23.0174077823404,5033000,5.797e+09,189806032770.414,2.13414,0.718,"high"
"78",2020,"YR2020","Iran, Islamic Rep.","IRN",128626917503.72,3519380360,70.921,24.4139021536457,14.3359337378404,5,4.48487997055054,41.6883268543639,29.896229339006,2034000,1.607e+09,128988717503.72,4.62618,0.783,"high"
"79",2020,"YR2020","Iraq","IRQ",36627901762.063,-326000,68.827,70.5700515170938,19.316694601979,6,6.72547006607056,56.4229172977061,39.9221247958889,864000,4.5e+07,36680330189.0038,0.5,0.674,"medium"
"80",2020,"YR2020","Ireland","IRL",127949874835.31,29323796527.2222,77.6341463414634,90.4749947773064,4.614733276884,10,4.10604000091553,39.433822873345,26.8202044758165,6476000,4.228e+09,107267633163.938,25.85,0.955,"very high"
"81",2020,"YR2020","Israel","ISR",121123828570.222,1582500000,79.4512195121951,32.8855197772594,5.74146981627295,11,6.46638011932373,17.9098759153956,20.1032577369961,861900,2.426e+09,116995236607.708,17.7646,0.919,"very high"
"82",2020,"YR2020","Italy","ITA",1270712309429.7,17239360004.8835,80.2292682926829,24.4074673383008,2.46532319171164,12,4.43240976333618,22.3282438649358,21.062805450885,39799000,2.8213e+10,1265044042913.61,28.04,0.892,"very high"
"83",2020,"YR2020","Jamaica","JAM",9719017925.92929,443800000,74.14,32.7619513128115,7.07746603976977,6,5.37522983551025,11.0150779398795,15.8409201283591,1266000,1.482e+09,9101142393.30468,6.1,0.734,"high"
"84",2020,"YR2020","Japan","JPN",4115116279069.77,11557373873.9419,81.5634146341463,11.0182210299423,-0.923494026942291,9,3.46536993980408,26.0063156727835,27.3040177988373,5239000,6.069e+09,4173440839633.78,46.5942,0.919,"very high"
"85",2020,"YR2020","Jordan","JOR",9582453032.44006,238222874.679327,72.083,47.5054368886996,1.83299389002049,10,3.03434991836548,0.898727799248485,25.2468326916818,2384000,1.254e+09,9651423413.25811,6.02553,0.729,"high"
"86",2020,"YR2020","Kazakhstan","KAZ",24636593223.3467,2588491060,65.9682926829268,46.9906407561754,42.5375481348794,9,3.02970004081726,33.7914855987933,30.2558510985917,3678000,6.8e+08,23651793223.0857,1.67477,0.825,"very high"
"87",2020,"YR2020","Kenya","KEN",13147743910.7241,27618447.058206,51.606,24.8979726147002,1.96130821739159,8,6.17199993133545,4.30752975014801,8.53309447757645,838000,5.13e+08,13026157962.4402,1.20777,0.601,"medium"
"88",2020,"YR2020","Kiribati","KIR",72196457.6768445,249788.108,63.731,19.4141843160392,13.6653995252441,9,6.60906982421875,-57.957431118459,7.43894795955457,4900,3100000,115661740.736716,2.5,0.63,"medium"
"89",2020,"YR2020","Korea, Rep.","KOR",627246081417.004,5475100000,76.7658536585366,29.7727544096379,2.76251135208606,7,4.43594980239868,32.1625865747094,31.4544004031647,5347000,7.617e+09,624918111406.853,59.4,0.916,"very high"
"90",2020,"YR2020","Kuwait","KWT",38137545245.1464,3619441.97735906,73.28,44.6160483175151,0.888450148074899,9,6.551109790802,25.1345987920621,28.2849915713166,2316000,3.2e+08,41480750246.7917,10.249,0.806,"very high"
"91",2020,"YR2020","Kyrgyz Republic","KGZ",1605643104.73021,4661963.54471303,68.1560975609756,39.5813541240971,2.13420986310243,10,4.44545984268188,13.8488034519178,16.8930542462986,140000,4.8e+07,1547843104.73021,2.99927,0.697,"medium"
"92",2020,"YR2020","Lao PDR","LAO",1758176653.07746,4451297.0311068,59.937,28.7525146642775,10.6313446323333,5,2.82522010803223,19.2905496570277,18.3676058427716,215000,1.1e+08,1693883046.63419,0.267899,0.613,"medium"
"93",2020,"YR2020","Latvia","LVA",9545172805.82083,160090702.160429,70.9609756097561,36.5849707727574,1.93887573855892,11,5.61846017837524,17.9355864398172,20.40061118028,848000,2.01e+08,9561489313.32424,21.94,0.866,"very high"
"94",2020,"YR2020","Lebanon","LBN",19152238805.9702,1335970000,75.488,16.0986422831809,3.98347941855833,9,2.55271005630493,-0.0969797727902466,-4.23602590745359,956000,4.284e+09,18281858805.9702,7,0.744,"high"
"95",2020,"YR2020","Lesotho","LSO",775780697.676625,28390464.7236761,44.898,53.1704352759542,33.812578338126,7,10.1004495620728,-30.8112732629725,44.4981195681806,287000,1.4e+07,1123290825.08752,1.08394,0.527,"low"
"96",2020,"YR2020","Liberia","LBR",9.27e+08,2800000,52.826,42.3572707659115,14.1596470116325,6,1.70166003704071,37.6832470334412,-69.5344501744476,132000,5.9e+07,763200400,0.0327133,0.48,"low"
"97",2020,"YR2020","Libya","LBY",20481889763.7795,1.45e+08,71.244,44.7677994771644,-9.79764705882358,9,3.83502006530762,30.7396586190989,27.780947255113,135000,2.02e+08,20746889763.7795,2.24442,0.724,"high"
"98",2020,"YR2020","Lithuania","LTU",14259781159.0119,660790497.921648,71.7609756097561,47.403784740333,0.281506610345511,10,5.79253005981445,15.1259528391744,15.6719696013065,1428000,5.56e+08,14108872921.9498,17.69,0.882,"very high"
"99",2020,"YR2020","Luxembourg","LUX",23616328816.1114,4243174364.5005,77.9658536585366,141.96461158688,2.07408613571644,12,4.09041023254395,44.7799299222852,29.896229339006,885000,2.497e+09,19967435535.479,39.84,0.916,"very high"
"100",2020,"YR2020","Madagascar","MDG",5351701534.15801,14661798.0720596,59.717,21.8155744053565,16.4985255315846,5,2.23179006576538,4.41970001231018,5.78823424733903,62000,1.09e+08,5254956180.41158,0.33972,0.528,"low"
"101",2020,"YR2020","Malawi","MWI",3495748397.63025,5899999.35886242,45.517,15.8606371712111,14.7446346101603,8,3.53979992866516,2.12403293573712,5.46251133273925,383000,4.5e+07,3451380076.23563,0.215095,0.483,"low"
"102",2020,"YR2020","Malaysia","MYS",100845526315.789,3192894736.8421,72.976,108.305302795051,1.80787246281537,6,7.65792989730835,42.0319769945174,32.7350846657081,13292000,8.084e+09,94250526315.7895,32.3382,0.81,"very high"
"103",2020,"YR2020","Maldives","MDV",897031250,24718599.7690471,71.708,78.3552662834339,1.57122012789382,7,5.79186010360718,40.7525298113925,24.263280742439,485000,3.37e+08,874367273.4375,5.34777,0.74,"high"
"104",2020,"YR2020","Mali","MLI",3889758023.73699,-12312977.4012381,49.54,28.0874538136608,5.03282275711195,9,2.8962299823761,14.0913818417446,11.6786110876359,96000,1.05e+08,3649581791.19819,0.227046,0.434,"low"
"105",2020,"YR2020","Malta","MLT",4470446352.32569,-497796507.906789,78.7390243902439,113.402295694212,2.1884904806055,11,4.14625978469849,20.2569152068457,20.4246253627481,1134000,7.57e+08,4504004983.8293,28.92,0.895,"very high"
"106",2020,"YR2020","Marshall Islands","MHL",131738200,839000,67.613,27.3764936821666,-1.36568005328061,9,8.20897960662842,-37.6430424852623,32.9307005112317,6000,3400000,167548500,2.33544,0.704,"high"
"107",2020,"YR2020","Mauritania","MRT",1777058592.98812,67340352.3234,60.892,24.7736084028423,3.89570525758491,9,2.27714991569519,2.30548733436202,36.6870078203028,123000,5e+07,1832909357.87649,0.363229,0.546,"low"
"108",2020,"YR2020","Mauritius","MUS",4841310239.63687,32073116.0847955,71.9658536585366,61.6083500282148,6.41933372221149,6,3.06089997291565,25.4455868784874,27.6085488329353,682000,8.29e+08,4854526980.8424,10.2526,0.804,"very high"
"109",2020,"YR2020","Mexico","MEX",772106378935.377,24055125415,74.922,22.5524898738313,5.03072733151299,11,4.45495986938477,19.9603092724056,19.5646364010841,19667000,9.547e+09,758782874482.187,11.9,0.779,"high"
"110",2020,"YR2020","Micronesia, Fed. Sts.","FSM",242517200,0,64.888,18.082841134567,-0.111442426432946,8,12.407919883728,6.06218125321274,6.67718740305465,19100,16800000,246760900,5.5701,0.62,"medium"
"111",2020,"YR2020","Moldova","MDA",1661818168.4226,84050000,67.362,52.4638965185895,5.30124390261596,9,5.4979100227356,-3.25154999645768,21.2666460304902,69000,7.2e+07,1827506004.56789,3.78724,0.75,"high"
"112",2020,"YR2020","Mongolia","MNG",1396555719.97409,77751000,63.777,50.7266159784407,0.917074687184283,9,7.21078014373779,6.75620407650183,16.2829130459961,229000,1.43e+08,1392055720.37938,2.03957,0.737,"high"
"113",2020,"YR2020","Montenegro","MNE",1284685050.52413,975271781.796614,73.285,35.3561171254814,8.75872769588797,9,5.39797019958496,-5.75607948819167,-8.27972856225194,136000,8.59e+08,1356512418.54755,25.3501,0.829,"very high"
"114",2020,"YR2020","Morocco","MAR",42236836820.6152,480355698.049863,69.769,28.9176142561292,2.79561966936937,9,5.34215021133423,24.5127708145771,30.8547806957002,4453000,3.157e+09,41585350784.8653,2.37325,0.686,"medium"
"115",2020,"YR2020","Mozambique","MOZ",5677003239.29386,347252830.6,49.61,21.2897255567601,6.42755278070085,7,3.34514999389648,8.30925608409851,8.60767812347211,541000,6.5e+07,5073827409.40958,0.259613,0.456,"low"
"116",2020,"YR2020","Myanmar","MMR",6777632512.0781,150511225.813866,60.685,0.285754172162196,57.0745112621703,5,1.92288994789124,17.4185948566579,18.3494320395115,487000,1.36e+08,6773009110.8944,0.000426494,0.583,"medium"
"117",2020,"YR2020","Namibia","NAM",3275669889.09655,147535758.471973,50.862,47.2050547619328,4.13663213144747,7,6.89919996261597,14.8227832499846,26.8546007578933,757000,2.51e+08,3395036430.21811,2.6337,0.646,"medium"
"118",2020,"YR2020","Nepal","NPL",6050875806.66403,-5952541.12704632,63.57,17.7371295242283,3.02939948714895,10,3.15283989906311,9.48966624804381,25.1314836229456,275000,1.34e+08,6042907941.52509,0.312956,0.602,"medium"
