Time,Time Code,Country Name,Country Code,GDP (current US$),Gini index (World Bank estimate),"Foreign direct investment, net inflows (BoP, current US$)","Life expectancy at birth, total (years)",Exports of goods and services (% of GDP),Poverty headcount ratio at national poverty lines (% of population),"Inflation, consumer prices (annual %)","Compulsory education, duration (years)","Government expenditure on education, total (% of GDP)","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",Arms imports (SIPRI trend indicator values),Fossil fuel energy consumption (% of total),Gross domestic savings (% of GDP),Gross savings (% of GDP),Human capital index (HCI) (scale 0-1),Research and development expenditure (% of GDP),"International tourism, number of arrivals","International tourism, receipts (current US$)","International tourism, number of departures",GNI (current US$),Individuals using the Internet (% of population)
2005,YR2005,Seychelles,SYC,919103254.545455,..,80729739.0909091,72.1317073170732,78.3013419068021,..,0.907187718073947,10,..,..,..,..,15000000,0,..,..,..,0.30209,129000,269000000,52000,928911545.454546,25.4133
2005,YR2005,Sierra Leone,SLE,1650494366.99875,..,90731669.7377149,44.502,17.5730643286243,..,..,9,2.7969799041748,..,..,..,..,..,0.944674982787286,6.95654183629362,..,..,40000,64000000,63000,1612494366.99875,0.215392
2005,YR2005,Singapore,SGP,127807618360.971,..,19316058814.0754,79.990243902439,225.159667736916,..,0.425106276569101,6,3.19596004486084,..,70.7687835693359,38.2560615539551,541000000,98.1711273728879,50.2549794803571,43.6266397613228,..,2.14812,7079000,6209000000,5159000,120576303773.131,61
2005,YR2005,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,12,..,..,..,..,..,..,..,..,..,..,468000,659000000,..,..,..
2005,YR2005,Slovak Republic,SVK,62785305310.2848,29.3,3923508331.4958,73.9048780487805,72.3018934642515,11.6,2.70908494588391,10,3.75995993614197,..,..,..,4000000,72.1099316045025,26.5439056124923,23.5771473585476,..,0.49401,1515000,1282000000,2987000,61186987936.8238,55.19
2005,YR2005,Slovenia,SVN,36206395970.6504,24.6,970800000,77.6121951219512,59.8112707812506,11.6,2.45150132316474,9,5.60408020019531,..,94.2979888916016,18.1287708282471,3000000,68.5714199530726,27.8208922762219,26.5494731441837,..,1.41229,1555000,1894000000,2660000,35866160925.258,46.81
2005,YR2005,Solomon Islands,SLB,476898763.595798,46.1,548149.349449345,69.158,29.5711500974659,22.7,7.33066341633299,..,..,..,..,..,..,0,4.46115288220551,5.86401299814577,..,..,9400,6400000,..,478519010.876638,0.844308
2005,YR2005,Somalia,SOM,..,..,24000000,52.346,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.07733
2005,YR2005,South Africa,ZAF,257772710832.953,64.8,6522098178.18051,53.447,26.4466641533283,66.6,2.06285222531756,9,5.06319999694824,..,65.4491577148438,10.9743099212646,267000000,87.1567180454355,18.5499623609276,15.6812881543611,..,0.86315,7369000,8629000000,..,252831129212.335,7.48854
2005,YR2005,South Sudan,SSD,..,..,..,51.686,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,YR2005,Spain,ESP,1153285660987.44,32.4,27007774843.3641,80.1707317073171,24.9792690409411,20.3,3.36845398789423,10,4.14432001113892,..,62.5247802734375,23.3822193145752,363000000,83.4668123985147,24.5834128604195,22.1226640754047,..,1.09577,55914000,51959000000,10464000,1137362268374.58,47.88
2005,YR2005,Sri Lanka,LKA,24405791044.7761,..,272400000,74.695,32.3368729874893,..,11.6396860971118,9,..,..,..,..,58000000,45.2938338113174,17.8972285347821,24.1626061753552,..,..,549000,729000000,727000,24106796019.9005,1.79205
2005,YR2005,St. Kitts and Nevis,KNA,547203703.703704,..,92994488.8888889,..,..,..,3.37781903988237,12,3.62899994850159,..,..,..,..,0,..,..,..,..,141000,121000000,..,512065370.37037,34
2005,YR2005,St. Lucia,LCA,1135555555.55556,..,78233429.6296296,74.122,..,..,3.89827370759477,10,4.23895978927612,..,..,..,..,0,..,..,..,..,318000,382000000,..,998647259.259259,21.5676
2005,YR2005,St. Martin (French part),MAF,..,..,..,77.8707317073171,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,YR2005,St. Vincent and the Grenadines,VCT,550728666.666667,..,40087314.8148148,71.331,36.4144028981402,..,3.73342916467019,12,6.35081005096436,..,..,..,..,0,..,..,..,..,96000,104000000,..,521126444.444444,9.19828
2005,YR2005,Sudan,SDN,26524538565.7403,..,1561689996.89435,60.525,19.1781581044489,..,8.51673434919865,6,1.56307005882263,..,..,..,132000000,23.3113700037153,13.9125454974853,13.9313365575479,..,0.29844,246000,114000000,..,25122704199.335,1.29204
2005,YR2005,Suriname,SUR,1793388732.29125,..,27900000,68.877,..,..,9.89800489561464,6,..,..,..,..,..,82.2125607533414,..,..,..,..,161000,96000000,..,1752988724.9698,6.40309
2005,YR2005,Sweden,SWE,392218088878.779,26.8,20782686615.8207,80.5463414634146,45.01548061554,..,0.453170852576176,9,6.5064001083374,..,89.1418304443359,32.7204895019531,78000000,33.8115091740615,28.5584689628585,28.3820614968296,..,3.38312,4883000,7628000000,15677000,397558978201.817,84.83
2005,YR2005,Switzerland,CHE,408689354320.591,..,2664910821.00245,81.2365853658537,53.7904711350905,..,1.17195114446502,11,5.20410013198853,..,..,..,168000000,55.4607823421541,31.2661530757682,37.6077880405307,..,..,7229000,11952000000,..,442982154673.948,70.1
2005,YR2005,Syrian Arab Republic,SYR,28858965517.2414,..,500000000,74.43,40.3878553249453,..,7.24034939348534,9,..,..,..,..,35000000,98.459379327875,20.3585544177723,19.9143846212058,..,..,3571000,2035000000,4564000,27979782708.8123,5.64811
2005,YR2005,Tajikistan,TJK,2312327536.41789,..,54479300,66.08,54.2419448838565,..,7.09193244754664,9,3.51213002204895,..,..,..,..,36.7264690309846,-3.14433991063747,22.7047873830299,..,0.0957,..,9100000,..,2660496406.34024,0.29869
2005,YR2005,Tanzania,TZA,18399046025.2688,..,935520591.71,54.349,16.9833670562061,..,5.03457009267164,7,3.54625010490417,..,..,..,10000000,10.0671197766289,24.403358739672,25.1679569520554,..,..,590000,835000000,..,18043978557.8291,1.1
2005,YR2005,Thailand,THA,189318549680.384,..,8215637195.30001,72.099,68.402716900887,..,4.54036919634532,9,3.93859004974365,..,..,..,70000000,81.8133037575854,30.5064961689092,28.2409507684705,..,0.21889,11567000,12103000000,3047000,180829261985.922,15.026
2005,YR2005,Timor-Leste,TLS,462261800,..,908000,63.882,7.13649711051184,..,1.11167400387195,6,..,..,..,..,..,0,-44.6048321535545,..,..,..,..,..,..,844986300,0.0990318
2005,YR2005,Togo,TGO,2280575830.08337,..,96003598.2087157,54.602,35.5580660902413,..,6.78292893028311,10,3.15978002548218,..,..,..,..,13.7978838455068,5.93882774656235,12.6298660082357,..,..,81000,27000000,..,2245347159.38272,1.8
2005,YR2005,Tonga,TON,261797595.136159,..,6005489.53244257,69.836,17.8432116930525,..,8.66569221131753,6,..,..,..,..,..,0,-17.5135626427488,12.583263547313,..,..,42000,15000000,..,261160922.703854,4.90778
2005,YR2005,Trinidad and Tobago,TTO,15982282462.3786,..,939700000,70.691,..,..,6.87453459583515,6,..,..,..,..,..,99.754185306032,..,..,..,0.11431,463000,593000000,..,15189282462.3786,28.9767
2005,YR2005,Tunisia,TUN,32273007553.5687,37.7,712714847.262546,74.217,44.9322920398366,23.1,2.01778641357149,9,6.4515700340271,..,..,..,168000000,86.3236363308347,21.2927802058704,20.2862512473907,..,0.71195,6378000,2800000000,2241000,30635964236.1646,9.65509
2005,YR2005,Turkey,TUR,506314592066.542,42.6,10031000000,72.424,21.8762675615759,18.6,8.17916036802001,8,..,..,30.5533294677734,7.92870998382568,1095000000,88.0596377759414,24.41379238439,23.6403605976519,..,0.56931,20273000,20760000000,8246000,500944594070.606,15.46
2005,YR2005,Turkmenistan,TKM,8103901996.37024,..,418200000,65.017,30.6869716141313,..,..,9,..,..,..,..,..,..,38.7637954201892,..,..,..,11600,..,33000,7541355716.8784,0.997257
2005,YR2005,Turks and Caicos Islands,TCA,578645800,..,..,..,..,..,..,13,2.54099988937378,..,..,..,..,..,..,..,..,..,176000,..,..,..,..
2005,YR2005,Tuvalu,TUV,21839098.8927071,..,-11417.1946991412,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1100,1200000,2200,37400840.015273,5.24164
2005,YR2005,Uganda,UGA,9239221858.55839,42.9,379808340.667061,51.676,14.1796999802108,31.1,8.44872642299535,..,..,..,..,..,10000000,..,11.8736894379092,20.8439313782039,..,0.21514,468000,382000000,189000,8967082098.88045,1.74221
2005,YR2005,Ukraine,UKR,86057915585.3026,29,7808000000,67.9568292682927,48.745524589532,55.3,13.5695764909248,11,6.06441020965576,..,..,..,..,83.2777787000839,24.7106146872825,26.871943376846,..,1.03197,17631000,3542000000,16454000,85072910004.4881,3.74976
2005,YR2005,United Arab Emirates,ARE,180617467964.602,..,10899931926.4806,75.376,67.5853113898841,..,..,6,..,..,62.7000503540039,22.5848197937012,2171000000,99.9371768487103,35.7846182754777,..,..,..,7126000,3218000000,..,183503785187.202,40
2005,YR2005,United Kingdom,GBR,2538680000000,34.3,252653397148.111,79.0487804878049,24.973608331889,..,2.08913649025072,11,4.93913984298706,..,..,..,27000000,88.1574477501595,15.4317848788991,15.6499377805248,..,1.5612,28039000,32948000000,..,2567050909090.91,70
2005,YR2005,United States,USA,13036640230000,..,142344000000,77.4878048780488,10.0119737675694,..,3.39274684549547,12,..,..,93.6958770751953,36.2299385070801,529000000,86.018535392161,17.8482890449451,18.279264886947,..,2.51697,49206000,122077000000,63503000,13169702000000,67.9681
2005,YR2005,Uruguay,URY,17362857684.8695,44.7,826626704.297553,75.826,30.404019812006,..,4.6992773903564,9,2.71475005149841,..,..,..,20000000,63.2773302195318,19.6292014482135,17.5785464965809,..,..,1808000,699000000,658000,16862995829.0098,20.0882
2005,YR2005,Uzbekistan,UZB,14307509838.8053,..,191600000,68.407,37.8090294786289,..,..,11,..,..,..,..,..,98.4007427591086,34.0928005325496,..,..,0.23741,242000,28000000,..,14283209838.8053,3.34351
2005,YR2005,Vanuatu,VUT,394962552.336108,..,13251642.4085469,68.35,45.3833317882637,..,1.19920053297802,..,..,..,..,..,..,0,19.6046166682117,18.0600777234453,..,..,62000,104000000,14000,368951674.109811,5.08233
2005,YR2005,"Venezuela, RB",VEN,145510008134.75,52.4,2450000000,72.852,39.6586527436252,42.4,..,14,..,..,..,..,21000000,86.9603676562394,42.194009299614,40.6393501145388,..,0.18907,706000,722000000,1067000,143309823428.079,12.553
2005,YR2005,Vietnam,VNM,57633255618.2731,..,1954000000,74.092,63.6994926701393,..,8.28457243128667,9,..,..,..,..,221000000,60.5328603933172,29.0461388991916,33.0750336647334,..,..,3477000,2300000000,..,56575238837.089,12.7399
2005,YR2005,Virgin Islands (U.S.),VIR,4439000000,..,..,77.4219512195122,262.041000225276,..,..,..,..,..,..,..,..,..,..,..,..,0.02929,594000,1432000000,..,..,27.3443
2005,YR2005,West Bank and Gaza,PSE,5125700000,34.7,36242000,72.028,14.1112433423727,24.3,4.10725070715932,10,..,..,..,..,..,..,-29.9627367969253,-0.983698033489671,..,..,88000,52000000,..,5474700000,16.005
2005,YR2005,"Yemen, Rep.",YEM,16746344766.2044,34.7,-302056736.757507,63.481,..,34.8,11.8112639374949,9,..,..,..,..,315000000,98.6503583064461,..,..,..,..,336000,181000000,..,15131744946.9791,1.0486
2005,YR2005,Zambia,ZMB,8331870169.14977,..,356940000,48.496,30.6107123143813,..,18.324439701174,7,1.73553001880646,..,..,..,0,10.0872178044697,..,..,..,0.02493,669000,447000000,..,7700141839.36373,2.85175
2005,YR2005,Zimbabwe,ZWE,5755215200,..,102800000,43.241,33.5486481895586,..,..,7,..,..,..,..,25000000,30.3067686393297,-7.42123596003847,..,..,..,1559000,99000000,474000,5480616600,2.4
2005,YR2005,Arab World,ARB,1186135399898.53,..,46048851171.5333,69.1646828025353,52.9103686034489,..,3.4936853461953,9,..,..,..,..,4537000000,95.1701452703744,41.2364283685232,40.2411767826088,..,..,55008979.3858831,40367797947.7123,..,1178758138135.95,8.46429471548645
2005,YR2005,Caribbean small states,CSS,48918431749.2751,..,3284357853.95562,72.0557098624539,..,..,3.81585143613248,6,4.61641979217529,..,..,..,..,87.541990130466,..,..,..,..,5591000,6927000000,..,46615225511.0283,18.7353856579595
2005,YR2005,Central Europe and the Baltics,CEB,886114592647.931,..,74726753474.7217,73.8383001838611,45.3703799338975,..,3.31717824448043,10,4.81315994262695,..,..,..,1331000000,83.18497664384,21.0884279732441,19.1859134228764,..,0.737008532216648,58037000,35477000000,42399564.3595797,860215466659.367,34.7508894916645
2005,YR2005,Early-demographic dividend,EAR,4796423014020.85,..,111596074504.912,66.1062088739843,29.8722787356516,..,5.09045501608549,9,..,..,..,..,6525000000,77.1710738924007,29.0494573965173,28.5597883809736,..,0.619683149465602,124572419.896519,99808401014.7224,88664455.4902036,4712188701566.41,4.87393212415885
2005,YR2005,East Asia & Pacific,EAS,10332368400735,..,189045772217.941,72.6246207493677,34.1427454384602,..,3.03702332617015,9,..,..,..,..,7058000000,83.2558385336467,34.5635998588752,35.1965861422995,..,2.42895717584599,148643896.2125,148412519110.331,179444037.892673,10359221441916,14.6717199798997
2005,YR2005,East Asia & Pacific (excluding high income),EAP,3110134079005.81,..,129270098934.859,71.6407295378745,38.3164601904367,..,5.44481213092114,9,..,..,..,..,4149000000,82.9937194788453,42.029211066894,42.528654673669,..,1.17725077121242,91038049.2936714,64460815211.1856,46844045.8468043,3073959608117.01,8.3047456512573
2005,YR2005,East Asia & Pacific (IDA & IBRD countries),TEA,3103948975401.35,..,129280050929.129,71.6822416454915,38.3151733466036,..,4.54036919634532,9,..,..,..,..,4144000000,82.9294235237653,42.0283137882114,42.528241855365,..,1.17740886092974,89959229.3163545,64442903126.414,46259022.4619531,3068292411189.39,8.40948391111142
2005,YR2005,Euro area,EMU,10519142335365.4,..,632977061868.917,79.4262830005968,36.5284123922216,..,2.48769665164086,10,4.97356986999512,..,..,..,1610000000,76.1114575288107,24.022861177233,23.1228793424346,..,1.77747380660953,268230000,266539000000,211023617.866693,10528629953900.4,51.1540400973963
2005,YR2005,Europe & Central Asia,ECS,16757261510763,..,1021165849904.33,74.1209602161532,36.0817294671672,..,2.56016132330235,9,4.87383985519409,..,..,..,4584000000,81.7746071407961,24.1417688032899,23.4900513417464,..,1.65005275472918,446787779.245008,395703342947.992,419344713.186025,16780600473732.1,34.8563756733297
2005,YR2005,Europe & Central Asia (excluding high income),ECA,1587456615931.05,..,47582457921.5107,68.1883688581068,34.1321083075033,..,8.17916036802001,9,3.64203000068665,..,..,..,..,89.5814161563497,29.0276877666247,27.825782516403,..,0.809113831839726,75362472.2855201,39993540484.8515,78896813.4806683,1556161327901.1,11.8816230995441
2005,YR2005,Europe & Central Asia (IDA & IBRD countries),TEC,2037430488185.07,..,66936837127.5398,69.037479192654,33.7633054948165,..,7.63554640778333,9,3.64203000068665,..,..,..,..,89.7846282713903,26.5595926884292,25.399702463676,..,0.753467575866871,104494246.217565,56119997644.1319,94375280.9991619,1996728908012.25,14.930724681332
2005,YR2005,European Union,EUU,11905795335412.1,..,731279136851.394,78.2710112460057,37.4277506473762,..,2.48769665164086,10,5.07394981384277,..,..,..,3095000000,76.409536369311,23.9881190626507,23.0241592911483,..,1.7795370247958,332634000,309166000000,265512837.25768,11898941074878.9,48.302154297526
2005,YR2005,Fragile and conflict affected situations,FCS,649000784696.811,..,15940410611.5024,56.4319312907322,34.497230320306,..,7.16541759946634,9,..,..,..,..,1066000000,51.0285315525614,33.6282551862188,34.2287320082145,..,..,16173305.4834475,11542308584.2725,..,618667164789.995,2.44978827445173
2005,YR2005,Heavily indebted poor countries (HIPC),HPC,258319897190.522,..,8173539549.52296,55.2422847847985,28.2889496517656,..,8.44872642299535,8,3.02347505092621,..,..,..,..,17.3173638602244,12.5606450763891,15.7181600432233,..,..,9942666.93915858,6588197667.54113,..,249881619108.411,1.21864500050792
2005,YR2005,High income,HIC,37727652551316,..,1270115866410.15,78.5310685771727,27.350979115379,..,2.57318410992704,10,4.89174485206604,..,..,..,10934000000,82.718452632204,23.2305816866523,22.8233277577008,..,2.22835093829267,536226797.304653,612881244731.639,552361275.954803,37927124329748.9,57.8111508274906
2005,YR2005,IBRD only,IBD,9600200128533.74,..,305024977412.043,69.4957652727341,32.188306991803,..,4.82170050712851,9,3.8992999792099,..,..,..,10269000000,82.6725703375212,32.9695397341549,32.1978227447028,..,0.832472687875496,285070553.122671,201957461911.994,186480857.701954,9392044033796.89,8.68408644875457
2005,YR2005,IDA & IBRD total,IBT,10365565795124.7,..,323463078700.422,66.9841421533303,31.6485545073237,..,6.34925506549695,9,3.51213002204895,..,..,..,11631000000,78.9278064372441,32.190896511027,31.7320647920226,..,0.819666714704719,314130070.217175,216973544923.965,243155537.48099,10131607530541.2,7.23908736245659
2005,YR2005,IDA blend,IDB,371637039069.264,..,9045806761.88086,56.7977722239021,21.8767568393492,..,3.09449011456182,9,2.46844506263733,..,..,..,..,46.2382692537474,24.4199949344759,27.2010789676896,..,..,8605470.71450475,3871760890.89469,..,353342275770.341,4.44449440202006
2005,YR2005,IDA only,IDX,394071631122.279,..,9392294526.49831,59.019386153876,24.0614700435253,..,7.20288349647584,8,3.3646399974823,..,..,..,..,32.3917466500398,13.4472466242882,19.8962778189051,..,..,18027705.4782978,11652532086.8165,..,386294077534.823,1.0582280863885
2005,YR2005,IDA total,IDA,769482461874.839,..,18438101288.3792,58.2795794738666,23.0391270136919,..,6.92554303890158,8,3.3096399307251,..,..,..,..,39.8831671775166,18.9046445039798,23.451109560262,..,..,26622653.5977437,15131290291.714,..,743943851718.671,2.18809127359107
2005,YR2005,Late-demographic dividend,LTE,6163706885030.23,..,277453387995.169,72.4018929089858,36.6611434340486,..,4.11134503415433,9,3.93859004974365,..,..,..,8158000000,84.7546621894899,36.0634324491162,34.7992362092602,..,1.02184563523782,191422988.165168,133328806068.968,123723751.0872,5990278956655.79,12.2643304039922
2005,YR2005,Latin America & Caribbean,LCN,2864002665324.93,..,81669749411.4324,73.0605387882135,23.9978141021474,..,4.69094870903771,9,..,..,..,..,1199000000,73.5892473451062,22.566081201406,20.3368544326016,..,0.592244389323168,64151874.826172,53284609764.4601,35243200.8078499,2730335843462.49,16.6115651368748
2005,YR2005,Latin America & Caribbean (excluding high income),LAC,2577944615284.02,..,67913334574.3663,72.8492308503892,22.0580325890514,..,5.39323106890664,9,..,..,..,..,727000000,73.0872503796838,22.1290799999586,20.2686352954503,..,0.599099937825694,50225220.3078688,38215000000,30580638.2128453,2491132295189.58,16.0650036870296
2005,YR2005,Latin America & the Caribbean (IDA & IBRD countries),TLA,2709555291944.01,..,78560226321.4362,72.9237855091298,23.1414276869282,..,4.6992773903564,9,..,..,..,..,1196000000,73.5900898923324,22.5648175726753,20.3481773466426,..,0.594105280104711,53332597.8216522,40062000000,33380496.5726621,2610197711836.89,16.6799624148128
2005,YR2005,Least developed countries: UN classification,LDC,344774972798.95,..,5879415237.62359,58.2557047782815,25.159488202591,..,7.33066341633299,6.5,2.97837996482849,..,..,..,886000000,23.0338879385574,20.3371164490077,24.3284541304051,..,..,11190687.0984077,6425096976.96063,..,335305015458.214,0.782970429297938
2005,YR2005,Low & middle income,LMY,9788918474528.64,..,293365591018.184,66.8876142563502,31.4256247854953,..,6.47220335664258,9,3.52218008041382,..,..,..,10600000000,78.6330720881974,32.739949009633,32.4674622537406,..,0.835409608221125,282061900.327825,197629719338.025,221386508.938197,9576632013465.49,6.82632262727854
2005,YR2005,Low income,LIC,200023550434.095,..,3921307066.59398,56.6284186074687,26.1392206117783,..,8.51673434919865,8.5,..,..,..,..,..,39.8648150710608,11.307895906504,..,..,..,9372111.40993818,5634739873.91,..,190015388912.483,0.959399867484009
2005,YR2005,Lower middle income,LMC,2021662446289.12,..,41073570112.1956,63.8517452691162,27.9745447094608,..,5.33801696088726,9,3.54625010490417,..,..,..,3452000000,63.0953479365231,27.8020829483417,32.1290628605115,..,0.6380416336996,69050137.0828528,42283131919.5688,65446880.9191717,1995288453261.18,3.65882660260272
2005,YR2005,Middle East & North Africa,MEA,1530654274870.94,..,73159745244.8238,71.3100307007819,48.9690018458871,..,3.104966401483,9,..,..,..,..,5613000000,98.2128146298521,40.9438937752034,38.8995704127453,..,..,57462804.0822899,44696604704.8495,..,1522908297286.19,9.84171000813167
2005,YR2005,Middle East & North Africa (excluding high income),MNA,698843530014.605,..,18221792613.4374,70.8130180490588,38.499958629942,..,3.80046802667731,9,..,..,..,..,1876000000,97.4163743733521,37.0762735192294,..,..,..,33161577.3033419,27424100000,..,684694559052.533,8.62478968615818
2005,YR2005,Middle East & North Africa (IDA & IBRD countries),TMN,693743482406.087,..,18185550613.4374,70.7996346669766,38.6686087067703,..,3.4936853461953,9,..,..,..,..,1876000000,97.4163743733521,37.5398540771638,..,..,..,33091729.295581,27372100000,..,679226215643.937,8.53718839466454
2005,YR2005,Middle income,MIC,9592233765422.72,..,289444283951.59,67.8540504966553,31.4958685360823,..,5.03883807111907,9,3.8992999792099,..,..,..,9925000000,79.6368973282898,33.0259019598595,32.7012712070406,..,0.841179771001442,269769684.027309,192549431096.895,198194415.855121,9388558899629.19,7.37567142982485
2005,YR2005,North America,NAC,14210866345864.7,..,167939926940.928,77.7540822503293,12.4589576665959,..,2.80314943994656,11,4.78214979171753,..,..,..,647000000,84.9415203373464,18.6228157540679,18.8465578678158,..,2.47257126800935,68247000,138393000000,84599964.3908046,14325074669531.1,68.3304828038183
2005,YR2005,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,YR2005,OECD members,OED,37479654616604.5,..,1186752744452.88,78.0629605919416,23.953076806484,..,2.45150132316474,10,4.93913984298706,..,..,..,7745000000,82.1725871462015,22.2869907090966,22.2240648982734,..,2.19624155429731,485671000,571179000000,464082415.067704,37682687422640.7,52.7305588889436
2005,YR2005,Other small states,OSS,183431199695.162,..,35089805093.9494,60.9002413713129,62.8074204668731,..,3.38354172930146,9,6.28667020797729,..,..,..,..,68.1801060954086,47.9505088638177,..,..,..,20770473.9329471,..,..,169007694580.501,12.9382014707496
2005,YR2005,Pacific island small states,PSS,5361227055.80216,..,206367090.00063,67.6369306556416,42.3149979791115,..,3.9514623522091,..,..,..,..,..,..,0,5.36977899970503,14.824087826144,..,..,878773.842052952,1013620016.26936,..,5483125689.92318,5.76622529472262
2005,YR2005,Post-demographic dividend,PST,35634408912864.9,..,1158378631110.22,78.433321566262,25.4281173301256,..,2.3753200726931,9,5.10939979553223,..,..,..,5568000000,81.8935136280639,22.4268455926503,22.4596026138226,..,2.27263166529512,476775000,560853000000,521734016.205755,35904432570888.5,58.0511555692702
2005,YR2005,Pre-demographic dividend,PRE,496662749775.823,..,12018757172.6445,53.2699023724626,33.8849281878409,..,7.7974978178644,8,2.88717007637024,..,..,..,..,26.8720092658952,29.2556780307832,28.6680000084459,..,..,11870337.310655,5522455794.47259,..,461993451260.541,1.70346099548821
2005,YR2005,Small states,SST,237700940964.622,..,38580530037.9057,63.672006498178,60.5718928976689,..,3.70833333333304,9,5.54991507530212,..,..,..,..,74.0753983822083,44.1379386696156,..,..,..,27265221.6727114,..,..,221158746076.122,13.7077359397671
2005,YR2005,South Asia,SAS,1050585317863.97,..,10888782987.6084,64.7831708529086,19.077095644392,..,7.04661816222037,7.5,3.18875002861023,..,..,..,1756000000,64.0459345126964,29.308145563837,32.5983713077268,..,0.774677857574369,6366874.04572453,10325776051.5812,11433119.2273672,1046584209136.52,2.55564281571388
2005,YR2005,South Asia (IDA & IBRD),TSA,1050585317863.97,..,10888782987.6084,64.7831708529087,19.077095644392,..,7.04661816222037,7.5,3.18875002861023,..,..,..,1756000000,64.0459345126964,29.308145563837,32.5983713077268,..,0.774677857574369,6366874.04572453,10325776051.5812,11433119.2273672,1046584209136.52,2.55564281571388
2005,YR2005,Sub-Saharan Africa,SSF,771369366390.621,..,19611630721.2714,52.886428040445,30.0452815192512,..,6.42755278070085,8,3.52218008041382,..,..,..,..,39.6265179379189,23.6639167474274,23.0660339643963,..,..,25974009.0486892,19025501651.1638,..,733056824574.911,2.01744266852235
2005,YR2005,Sub-Saharan Africa (excluding high income),SSA,763955755426.385,..,19489123986.4018,52.8526353616985,29.7324844585825,..,6.78292893028311,8,3.41591000556946,..,..,..,..,39.5417947082299,23.7230085525231,23.1133257351935,..,..,25035323.6635871,17468236656.4393,..,725644005097.044,1.9934869876493
2005,YR2005,Sub-Saharan Africa (IDA & IBRD countries),TSS,771369366390.621,..,19611630721.2714,52.886428040445,30.0452815192512,..,6.42755278070085,8,3.52218008041382,..,..,..,..,39.6265179379189,23.6639167474274,23.0660339643963,..,..,25974009.0486892,19025501651.1638,..,733056824574.911,2.01744266852235
2005,YR2005,Upper middle income,UMC,7570571319133.6,..,248370713839.394,71.5256295966039,32.3573848760026,..,4.54036919634532,9,3.93859004974365,..,..,..,6473000000,84.8244129454643,34.2784509456279,32.8419483742113,..,0.882881655665614,201135001.226255,150261182078.043,126685701.674634,7393268716206.78,10.7503178239116
2005,YR2005,World,WLD,47526792786394.1,..,1563481457428.33,68.9203040065116,28.5383005576169,..,4.11218391213821,9,4.05650997161865,..,..,..,21534000000,80.724477315973,25.9940123690993,25.6097427902899,..,1.96717818276025,823378342.596577,810522228885.174,888806889.891517,47507932144911.1,15.6730476793268
2008,YR2008,Afghanistan,AFG,10109225813.6696,..,46033740,59.93,..,..,26.4186641547444,9,..,..,..,..,150000000,..,..,..,..,..,..,36000000,..,..,1.84
2008,YR2008,Albania,ALB,12881354103.8398,30,1247181714.30558,75.912,25.3024021398457,12.4,3.36313757366391,8,..,..,81.7337875366211,9.81624031066895,..,63.8471757910902,6.52730760527172,17.6516112022676,..,0.15412,1247000,1850000000,3716000,12936158460.7353,23.86
2008,YR2008,Algeria,DZA,171008067513.162,..,2638607033.75183,74.311,47.9733560334529,..,4.85859062814938,10,4.33701992034912,..,47.304988861084,8.03135967254639,1529000000,99.8211363460024,56.6105954878713,57.474881662443,..,..,1772000,473000000,1539000,169777451612.066,10.18
2008,YR2008,American Samoa,ASM,563000000,..,..,..,113.854351687389,..,..,..,..,..,..,..,..,..,..,..,..,..,24300,..,..,..,..
2008,YR2008,Andorra,AND,4085630584.44412,..,..,..,..,..,..,10,2.87392997741699,..,..,..,..,..,..,..,..,..,2059000,..,..,..,70.04
2008,YR2008,Angola,AGO,88538611205.1433,42.7,1678971010,53.243,72.475028472181,..,..,6,..,..,..,..,29000000,37.9607595728901,54.3894026658403,38.6588583240985,..,..,294000,293000000,..,74821071498.8259,1.9
2008,YR2008,Antigua and Barbuda,ATG,1370070370.37037,..,158783774.444445,75.535,79.6633857682358,..,5.33380639820237,11,..,..,..,..,..,..,13.6892130439366,11.3293251765927,..,..,266000,334000000,..,1308986333.33333,38
2008,YR2008,Argentina,ARG,361558037110.419,45.3,9725553129.52469,74.952,22.0609003826242,..,..,13,4.84440994262695,..,49.582878112793,17.2461490631104,23000000,90.6517893541905,23.2919032639209,21.1014580679688,..,0.47055,4700000,5273000000,4614000,352523846400.604,28.1126
2008,YR2008,Armenia,ARM,11662040713.8753,29.2,943733059.483284,72.946,14.2657295739767,27.6,8.94995335353386,10,3.17272996902466,..,..,..,..,73.2861329083986,15.3119128387438,27.9049203479905,..,0.22438,558000,564000000,516000,12353321001.708,6.21
2008,YR2008,Aruba,ABW,2745251396.64804,..,18882681.5642458,74.725,67.7045177045177,..,8.9559870517779,..,4.9992299079895,..,..,..,..,..,22.7513227513228,13.7321937321937,..,..,827000,1352000000,..,2628547486.03352,52
