,year,year_code,country_name,country_code,foreign_inv_inflows,exports_perc_gdp,inflation_perc,education_years,education_perc_gdp,gds_perc_gdp,gross_savings_perc_gdp,int_tourism_arrivals,int_tourism_receipts,perc_internet_users,access_to_electricity,agricultural_land,birth_rate,gne,mobile_subscriptions,infant_mort_rate,sex_ratio,greenhouse_gas_em,urban_pop_perc,hdi,hdi_cat
140,2020,YR2020,Saudi Arabia,SAU,-614133333.333333,40.9487917016753,0.247186514299252,9.0,7.63688993453979,36.9981559874451,29.2703171196433,7511000.0,6486000000.0,6.38471,100.0,80.8456102972987,25.398,82.6951953344094,22.9667,16.7,1.03,336300.494,80.304,0.854,very high
141,2020,YR2020,Senegal,SEN,82692671.5664976,28.5488709898407,2.33730187454302,6.0,2.6793200969696,6.75965213130569,10.7383934397109,769000.0,210000000.0,1.00645,36.8,45.4474627330806,38.834,110.416368725945,5.38181,62.2,1.036,55038.558,40.607,0.512,low
142,2020,YR2020,Serbia,SRB,4055798181.80088,20.0941937439442,19.4908321579689,8.0,4.44199991226196,2.25500298261141,9.15302498470756,312000.0,77000000.0,23.5,100.0,41.2028366985622,10.4,116.677491500895,51.1718,9.9,1.062,,53.215,0.806,very high
143,2020,YR2020,Seychelles,SYC,47717748.0672259,77.8664006906655,0.174999999999919,10.0,5.19332981109619,26.4109721640854,18.6059862013258,132000.0,247000000.0,14.3042,96.1,8.69565217391304,17.7,101.208560066974,53.2024,11.8,1.06,680.722274,50.876,0.796,high
144,2020,YR2020,Sierra Leone,SLE,10413409.4634409,8.54942489403508,8.20461492682667,9.0,3.54527997970581,-8.47135813258815,2.4692695090715,28400.0,38000000.0,0.176199,16.8,44.7503474386949,43.402,120.143072606225,1.34924,134.1,1.018,22463.6343,36.109,0.452,low
145,2020,YR2020,Singapore,SGP,6157194143.82425,184.086118066532,-0.391676866585079,6.0,3.87853002548218,41.9771862199989,38.4280104401186,5855000.0,4458000000.0,47.0,100.0,1.77777784842033,11.4,83.0964265733886,80.7179,2.6,1.073,44836.6314,100.0,0.938,very high
146,2020,YR2020,Slovak Republic,SVK,4212437461.03101,56.9704951847734,3.12714222984604,10.0,4.24539995193481,23.652277689227,23.9723261658586,1399000.0,742000000.0,40.14,100.0,46.5072765072765,9.5,106.432896234881,54.1355,7.6,1.05,49587.27692,56.013,0.86,very high
147,2020,YR2020,Slovenia,SVN,1849800000.0,52.3211874668638,7.48077770703756,9.0,5.67286014556885,26.4356820985013,25.8044655704805,1302000.0,1152000000.0,27.8389,100.0,25.0744786494538,8.8,99.0089056192901,83.8958,4.1,1.059,22342.2576,50.857,0.917,very high
148,2020,YR2020,Solomon Islands,SLB,145800.744935118,19.2310889443059,10.9296341872692,,8.80091953277588,-20.8561928512053,-20.6521081728187,5600.0,800000.0,0.50192,10.6215658187866,2.82243658449446,35.079,125.822942643392,0.229427,24.8,1.07,4329.7699,16.597,0.567,medium
149,2020,YR2020,South Africa,ZAF,1479804588.75227,31.7808365475061,9.49470667101602,9.0,5.06621980667114,20.4156859845638,17.5186521688052,6430000.0,3695000000.0,6.71032,77.1,80.8085137953491,22.692,95.8622814259837,29.6896,46.7,1.031,434071.075,57.898,0.709,high
